Horario,Dia,Data,Clube_1,Clube_2,Vencedor,Rodada,pos,Rodada_Num,Arena,Gols_Clube_1,Gols_Clube_2,Estado_Clube_1,Estado_Clube_2
16:00:00,Sábado,2000-07-29,Fluminense,Bahia,Fluminense,1ª Rodada,2,1,Maracanã,2,0,RJ,BA
16:00:00,Sábado,2000-07-29,Vasco,Sport,Sport,1ª Rodada,2,1,São Januário,0,2,RJ,PE
16:00:00,Sábado,2000-07-29,Vitória,Palmeiras,Vitória,1ª Rodada,2,1,Barradão,4,1,ES,SP
17:00:00,Domingo,2000-07-30,Botafogo-RJ,Atlético-MG,-,1ª Rodada,2,1,Caio Martins,0,0,RJ,MG
18:30:00,Domingo,2000-07-30,Juventude,Flamengo,-,1ª Rodada,2,1,Alfredo Jaconi,1,1,RS,RJ
16:00:00,Domingo,2000-07-30,Guarani,Santa Cruz,-,1ª Rodada,2,1,Brinco de Ouro,0,0,SP,PE
17:00:00,Domingo,2000-07-30,Cruzeiro,Athlético-PR,Athlético-PR,1ª Rodada,2,1,Mineirão,0,2,MG,PR
16:00:00,Domingo,2000-07-30,América-MG,Gama,Gama,1ª Rodada,2,1,Independência,0,1,MG,DF
18:30:00,Domingo,2000-07-30,Goiás,Corinthians,Goiás,1ª Rodada,2,1,Serra Dourada,3,0,GO,SP
20:30:00,Quarta-feira,2000-08-02,Coritiba,Sport,-,2ª Rodada,2,2,Couto Pereira,0,0,PR,PE
20:30:00,Quarta-feira,2000-08-02,Bahia,Athlético-PR,Bahia,2ª Rodada,2,2,Fonte Nova,2,1,BH,PR
21:40:00,Quarta-feira,2000-08-02,Flamengo,Grêmio,Flamengo,2ª Rodada,2,2,Maracanã,3,0,RJ,RS
20:30:00,Quarta-feira,2000-08-02,Gama,Fluminense,Gama,2ª Rodada,2,2,Mané Garrincha,2,1,DF,RJ
20:30:00,Quarta-feira,2000-08-02,Internacional,Goiás,Goiás,2ª Rodada,2,2,Beira Rio,0,1,RS,GO
20:30:00,Quarta-feira,2000-08-02,Ponte Preta,América-MG,Ponte Preta,2ª Rodada,2,2,Moisés Lucarelli,3,1,SP,MG
20:30:00,Quarta-feira,2000-08-02,Santos,Vitória,Santos,2ª Rodada,2,2,Vila Belmiro,2,0,SP,ES
20:30:00,Quinta-feira,2000-08-03,Palmeiras,Botafogo-RJ,-,2ª Rodada,2,2,Pq. Antarctica,0,0,SP,RJ
16:00:00,Sábado,2000-08-05,Athlético-PR,Flamengo,-,3ª Rodada,2,3,Joaquim Américo,1,1,PR,RJ
18:00:00,Sábado,2000-08-05,Corinthians,Gama,Corinthians,3ª Rodada,2,3,Canindé,4,2,SP,DF
16:00:00,Sábado,2000-08-05,Fluminense,Santos,Fluminense,3ª Rodada,2,3,Maracanã,2,1,RJ,SP
16:00:00,Domingo,2000-08-06,Atlético-MG,Bahia,-,3ª Rodada,2,3,Mineirão,0,0,MG,BA
17:00:00,Domingo,2000-08-06,Vasco,Cruzeiro,-,3ª Rodada,2,3,São Januário,3,3,RJ,MG
16:00:00,Domingo,2000-08-06,Juventude,Ponte Preta,-,3ª Rodada,2,3,Alfredo Jaconi,1,1,RS,SP
18:30:00,Domingo,2000-08-06,Coritiba,Botafogo-RJ,Botafogo-RJ,3ª Rodada,2,3,Couto Pereira,0,2,PR,RJ
16:00:00,Domingo,2000-08-06,Portuguesa,Goiás,Goiás,3ª Rodada,2,3,Canindé,0,2,SP,GO
18:30:00,Domingo,2000-08-06,Grêmio,Palmeiras,Palmeiras,3ª Rodada,2,3,Olímpico Monumental,0,1,RS,SP
17:00:00,Domingo,2000-08-06,São Paulo,Santa Cruz,São Paulo,3ª Rodada,2,3,Morumbi,2,1,SP,PE
21:40:00,Quarta-feira,2000-08-09,Internacional,Fluminense,-,4ª Rodada,2,4,Beira Rio,1,1,RS,RJ
20:30:00,Quarta-feira,2000-08-09,Bahia,Grêmio,-,4ª Rodada,2,4,Fonte Nova,1,1,BH,RS
20:30:00,Quarta-feira,2000-08-09,Flamengo,Guarani,-,4ª Rodada,2,4,Maracanã,1,1,RJ,SP
20:30:00,Quarta-feira,2000-08-09,Santos,São Paulo,-,4ª Rodada,2,4,Vila Belmiro,1,1,SP,SP
20:30:00,Quarta-feira,2000-08-09,Gama,Athlético-PR,Athlético-PR,4ª Rodada,2,4,Mané Garrincha,0,1,DF,PR
20:30:00,Quarta-feira,2000-08-09,Botafogo-RJ,Portuguesa,Botafogo-RJ,4ª Rodada,2,4,Caio Martins,4,1,RJ,SP
20:30:00,Quarta-feira,2000-08-09,Goiás,Coritiba,Goiás,4ª Rodada,2,4,Serra Dourada,1,0,GO,PR
20:30:00,Quarta-feira,2000-08-09,Santa Cruz,Vitória,Santa Cruz,4ª Rodada,2,4,Arruda,2,1,PE,ES
20:30:00,Sexta-feira,2000-08-11,Palmeiras,Goiás,-,5ª Rodada,2,5,Pq. Antarctica,1,1,SP,GO
20:30:00,Sexta-feira,2000-08-11,Athlético-PR,Atlético-MG,Athlético-PR,5ª Rodada,2,5,Joaquim Américo,2,1,PR,MG
20:30:00,Sexta-feira,2000-08-11,Vasco,Corinthians,Vasco,5ª Rodada,2,5,São Januário,1,0,RJ,SP
16:00:00,Sábado,2000-08-12,Coritiba,Gama,Gama,6ª Rodada,2,6,Couto Pereira,0,1,PR,DF
18:00:00,Sábado,2000-08-12,Grêmio,Santos,Santos,6ª Rodada,2,6,Olímpico Monumental,0,2,RS,SP
18:00:00,Sábado,2000-08-12,São Paulo,Flamengo,São Paulo,6ª Rodada,2,6,Morumbi,3,2,SP,RJ
18:30:00,Domingo,2000-08-13,Sport,Cruzeiro,-,6ª Rodada,2,6,Ilha do Retiro,1,1,PE,MG
18:30:00,Domingo,2000-08-13,Athlético-PR,Palmeiras,-,6ª Rodada,2,6,Joaquim Américo,0,0,PR,SP
17:00:00,Domingo,2000-08-13,Corinthians,Santa Cruz,Corinthians,6ª Rodada,2,6,Pacaembu,2,0,SP,PE
17:00:00,Domingo,2000-08-13,Botafogo-RJ,Internacional,Internacional,6ª Rodada,2,6,Maracanã,0,1,RJ,RS
16:00:00,Domingo,2000-08-13,Portuguesa,Juventude,Portuguesa,6ª Rodada,2,6,Canindé,2,0,SP,RS
18:30:00,Domingo,2000-08-13,Guarani,Vasco,Vasco,6ª Rodada,2,6,Brinco de Ouro,0,1,SP,RJ
16:00:00,Domingo,2000-08-13,Goiás,Vitória,Vitória,6ª Rodada,2,6,Serra Dourada,4,5,GO,ES
20:30:00,Quarta-feira,2000-08-16,Internacional,Atlético-MG,-,7ª Rodada,2,7,Beira Rio,1,1,RS,MG
20:30:00,Quarta-feira,2000-08-16,Fluminense,Guarani,-,7ª Rodada,2,7,Laranjeiras,0,0,RJ,SP
22:00:00,Quarta-feira,2000-08-16,Cruzeiro,São Paulo,-,7ª Rodada,2,7,Mineirão,2,2,MG,SP
22:00:00,Quarta-feira,2000-08-16,Santa Cruz,Vasco,-,7ª Rodada,2,7,Arruda,1,1,PE,RJ
20:30:00,Quarta-feira,2000-08-16,Gama,Bahia,Bahia,7ª Rodada,2,7,Mané Garrincha,0,1,DF,BA
20:30:00,Quarta-feira,2000-08-16,Palmeiras,Corinthians,Corinthians,7ª Rodada,2,7,Morumbi,0,1,SP,SP
20:30:00,Quarta-feira,2000-08-16,Goiás,Botafogo-RJ,Goiás,7ª Rodada,2,7,Serra Dourada,3,2,GO,RJ
20:30:00,Quarta-feira,2000-08-16,Santos,América-MG,Santos,7ª Rodada,2,7,Vila Belmiro,3,0,SP,MG
20:30:00,Quarta-feira,2000-08-16,Vitória,Portuguesa,Vitória,7ª Rodada,2,7,Barradão,2,0,ES,SP
20:30:00,Quinta-feira,2000-08-17,Flamengo,Coritiba,Flamengo,7ª Rodada,2,7,Maracanã,2,1,RJ,PR
15:45:00,Sábado,2000-08-19,América-MG,Fluminense,-,8ª Rodada,2,8,Independência,1,1,MG,RJ
18:00:00,Sábado,2000-08-19,Gama,Goiás,-,8ª Rodada,2,8,Mané Garrincha,1,1,DF,GO
15:45:00,Sábado,2000-08-19,Atlético-MG,Santos,Atlético-MG,8ª Rodada,2,8,Mineirão,1,0,MG,SP
16:00:00,Sábado,2000-08-19,Guarani,Cruzeiro,Cruzeiro,8ª Rodada,2,8,Brinco de Ouro,0,1,SP,MG
18:00:00,Sábado,2000-08-19,Palmeiras,Internacional,Internacional,8ª Rodada,2,8,Morumbi,1,4,SP,RS
17:00:00,Domingo,2000-08-20,São Paulo,Bahia,-,8ª Rodada,2,8,Morumbi,1,1,SP,BA
18:30:00,Domingo,2000-08-20,Botafogo-RJ,Corinthians,-,8ª Rodada,2,8,Maracanã,1,1,RJ,SP
18:30:00,Domingo,2000-08-20,Santa Cruz,Flamengo,-,8ª Rodada,2,8,Arruda,2,2,PE,RJ
16:00:00,Domingo,2000-08-20,Juventude,Sport,-,8ª Rodada,2,8,Alfredo Jaconi,1,1,RS,PE
17:00:00,Domingo,2000-08-20,Athlético-PR,Coritiba,Coritiba,8ª Rodada,2,8,Joaquim Américo,1,3,PR,PR
17:00:00,Domingo,2000-08-20,Vasco,Ponte Preta,Vasco,8ª Rodada,2,8,São Januário,2,1,RJ,SP
20:30:00,Quarta-feira,2000-08-23,América-MG,Athlético-PR,-,9ª Rodada,2,9,Independência,0,0,MG,PR
20:30:00,Quarta-feira,2000-08-23,Internacional,Guarani,-,9ª Rodada,2,9,Beira Rio,0,0,RS,SP
20:30:00,Quarta-feira,2000-08-23,Goiás,Santa Cruz,-,9ª Rodada,2,9,Serra Dourada,1,1,GO,PE
20:30:00,Quarta-feira,2000-08-23,Juventude,Santos,-,9ª Rodada,2,9,Alfredo Jaconi,1,1,RS,SP
20:30:00,Quarta-feira,2000-08-23,Bahia,Cruzeiro,Cruzeiro,9ª Rodada,2,9,Fonte Nova,1,3,BH,MG
22:00:00,Quarta-feira,2000-08-23,Vitória,Fluminense,Fluminense,9ª Rodada,2,9,Barradão,2,4,ES,RJ
20:30:00,Quarta-feira,2000-08-23,Ponte Preta,Gama,Ponte Preta,9ª Rodada,2,9,Canindé,3,0,SP,DF
15:45:00,Sábado,2000-08-26,Athlético-PR,São Paulo,Athlético-PR,10ª Rodada,3,10,Joaquim Américo,2,1,PR,SP
15:45:00,Sábado,2000-08-26,Guarani,Botafogo-RJ,Botafogo-RJ,10ª Rodada,3,10,Brinco de Ouro,1,2,SP,RJ
18:00:00,Sábado,2000-08-26,Cruzeiro,Vitória,Cruzeiro,10ª Rodada,3,10,Mineirão,3,1,MG,ES
18:00:00,Sábado,2000-08-26,Fluminense,Juventude,Fluminense,10ª Rodada,3,10,Maracanã,2,0,RJ,RS
17:00:00,Domingo,2000-08-27,Internacional,Coritiba,-,10ª Rodada,3,10,Beira Rio,1,1,RS,PR
18:30:00,Domingo,2000-08-27,Portuguesa,Vasco,-,10ª Rodada,3,10,Canindé,2,2,SP,RJ
17:00:00,Domingo,2000-08-27,Bahia,Santa Cruz,Bahia,10ª Rodada,3,10,Fonte Nova,3,2,BH,PE
17:00:00,Domingo,2000-08-27,Corinthians,Grêmio,Grêmio,10ª Rodada,3,10,Pacaembu,1,2,SP,RS
18:30:00,Domingo,2000-08-27,Santos,Palmeiras,Palmeiras,10ª Rodada,3,10,Vila Belmiro,2,3,SP,SP
16:00:00,Domingo,2000-08-27,Ponte Preta,Atlético-MG,Ponte Preta,10ª Rodada,3,10,Moisés Lucarelli,3,2,SP,MG
18:30:00,Domingo,2000-08-27,Sport,Goiás,Sport,10ª Rodada,3,10,Ilha do Retiro,2,0,PE,GO
22:00:00,Quarta-feira,2000-08-30,Botafogo-RJ,Athlético-PR,Athlético-PR,11ª Rodada,3,11,Maracanã,0,2,RJ,PR
20:30:00,Quarta-feira,2000-08-30,Guarani,Juventude,Juventude,11ª Rodada,3,11,Brinco de Ouro,1,2,SP,RS
20:30:00,Quarta-feira,2000-08-30,Portuguesa,Gama,Portuguesa,11ª Rodada,3,11,Canindé,3,1,SP,DF
20:30:00,Quarta-feira,2000-08-30,Corinthians,Santos,Santos,11ª Rodada,3,11,Pacaembu,0,3,SP,SP
20:30:00,Quarta-feira,2000-08-30,Vitória,Internacional,Vitória,11ª Rodada,3,11,Barradão,3,0,ES,RS
15:45:00,Sábado,2000-09-02,Coritiba,Bahia,-,12ª Rodada,3,12,Couto Pereira,1,1,PR,BA
15:45:00,Sábado,2000-09-02,Santos,Cruzeiro,-,12ª Rodada,3,12,Vila Belmiro,1,1,SP,MG
18:00:00,Sábado,2000-09-02,Grêmio,Ponte Preta,-,12ª Rodada,3,12,Olímpico Monumental,2,2,RS,SP
16:00:00,Sábado,2000-09-02,Santa Cruz,Portuguesa,-,12ª Rodada,3,12,Arruda,0,0,PE,SP
16:00:00,Sábado,2000-09-02,América-MG,Guarani,América-MG,12ª Rodada,3,12,Independência,1,0,MG,SP
15:45:00,Sábado,2000-09-02,Atlético-MG,Flamengo,Flamengo,12ª Rodada,3,12,Mineirão,1,2,MG,RJ
16:00:00,Sábado,2000-09-02,Fluminense,Botafogo-RJ,Fluminense,12ª Rodada,3,12,Maracanã,1,0,RJ,RJ
15:45:00,Sábado,2000-09-02,Gama,Internacional,Internacional,12ª Rodada,3,12,Mané Garrincha,0,1,DF,RS
18:00:00,Sábado,2000-09-02,Palmeiras,São Paulo,São Paulo,12ª Rodada,3,12,Morumbi,0,3,SP,SP
15:45:00,Sábado,2000-09-02,Vitória,Sport,Vitória,12ª Rodada,3,12,Barradão,4,3,ES,PE
20:30:00,Terça-feira,2000-09-05,Vasco,Athlético-PR,-,13ª Rodada,3,13,São Januário,2,2,RJ,PR
20:30:00,Terça-feira,2000-09-05,Cruzeiro,Internacional,-,13ª Rodada,3,13,Mineirão,1,1,MG,RS
20:30:00,Quarta-feira,2000-09-06,Gama,Santa Cruz,-,13ª Rodada,3,13,Bezerrão,1,1,DF,PE
22:00:00,Quarta-feira,2000-09-06,América-MG,Botafogo-RJ,América-MG,13ª Rodada,3,13,Mineirão,5,2,MG,RJ
20:30:00,Quarta-feira,2000-09-06,Fluminense,Portuguesa,Fluminense,13ª Rodada,3,13,Maracanã,2,1,RJ,SP
20:30:00,Quarta-feira,2000-09-06,Juventude,Coritiba,Juventude,13ª Rodada,3,13,Alfredo Jaconi,2,1,RS,PR
15:45:00,Quinta-feira,2000-09-07,Atlético-MG,Corinthians,Atlético-MG,13ª Rodada,3,13,Mineirão,3,1,MG,SP
18:00:00,Quinta-feira,2000-09-07,Grêmio,Sport,Grêmio,13ª Rodada,3,13,Olímpico Monumental,1,0,RS,PE
18:00:00,Quinta-feira,2000-09-07,Ponte Preta,Vitória,Ponte Preta,13ª Rodada,3,13,Moisés Lucarelli,2,1,SP,ES
18:00:00,Sábado,2000-09-09,Sport,Guarani,-,14ª Rodada,3,14,Ilha do Retiro,1,1,PE,SP
18:00:00,Sábado,2000-09-09,Goiás,América-MG,Goiás,14ª Rodada,3,14,Serra Dourada,2,0,GO,MG
15:45:00,Sábado,2000-09-09,Santa Cruz,Santos,Santos,14ª Rodada,3,14,Arruda,0,1,PE,SP
15:45:00,Sábado,2000-09-09,São Paulo,Fluminense,São Paulo,14ª Rodada,3,14,Morumbi,2,0,SP,RJ
18:30:00,Domingo,2000-09-10,Flamengo,Palmeiras,-,14ª Rodada,3,14,Maracanã,0,0,RJ,SP
17:00:00,Domingo,2000-09-10,Corinthians,Vitória,-,14ª Rodada,3,14,Pacaembu,1,1,SP,ES
18:30:00,Domingo,2000-09-10,Bahia,Vasco,Bahia,14ª Rodada,3,14,Fonte Nova,3,1,BH,RJ
17:00:00,Domingo,2000-09-10,Coritiba,Ponte Preta,Coritiba,14ª Rodada,3,14,Couto Pereira,2,0,PR,SP
17:00:00,Domingo,2000-09-10,Cruzeiro,Gama,Cruzeiro,14ª Rodada,3,14,Mineirão,2,1,MG,DF
18:30:00,Domingo,2000-09-10,Juventude,Grêmio,Juventude,14ª Rodada,3,14,Alfredo Jaconi,4,3,RS,RS
18:30:00,Domingo,2000-09-10,Portuguesa,Atlético-MG,Portuguesa,14ª Rodada,3,14,Canindé,2,1,SP,MG
20:30:00,Quarta-feira,2000-09-13,Ponte Preta,São Paulo,-,15ª Rodada,3,15,Moisés Lucarelli,3,3,SP,SP
22:00:00,Quarta-feira,2000-09-13,Cruzeiro,Botafogo-RJ,Cruzeiro,15ª Rodada,3,15,Mineirão,4,0,MG,RJ
20:30:00,Quarta-feira,2000-09-13,Gama,Palmeiras,Gama,15ª Rodada,3,15,Mané Garrincha,2,0,DF,SP
20:30:00,Quarta-feira,2000-09-13,Portuguesa,Bahia,Portuguesa,15ª Rodada,3,15,Canindé,3,1,SP,BA
20:30:00,Quarta-feira,2000-09-13,Sport,Athlético-PR,Sport,15ª Rodada,3,15,Ilha do Retiro,4,1,PE,PR
20:30:00,Quarta-feira,2000-09-13,Vasco,Fluminense,Vasco,15ª Rodada,3,15,Maracanã,4,3,RJ,RJ
20:30:00,Quarta-feira,2000-09-13,Vitória,Coritiba,Vitória,15ª Rodada,3,15,Barradão,3,1,ES,PR
20:30:00,Quinta-feira,2000-09-14,Flamengo,Goiás,Flamengo,15ª Rodada,3,15,Maracanã,3,1,RJ,GO
20:30:00,Quinta-feira,2000-09-14,Grêmio,América-MG,Grêmio,15ª Rodada,3,15,Olímpico Monumental,2,1,RS,MG
15:45:00,Sábado,2000-09-16,Atlético-MG,Fluminense,-,16ª Rodada,3,16,Mineirão,2,2,MG,RJ
16:00:00,Sábado,2000-09-16,Vitória,Gama,-,16ª Rodada,3,16,Barradão,1,1,ES,DF
15:45:00,Sábado,2000-09-16,Internacional,Santos,-,16ª Rodada,3,16,Beira Rio,1,1,RS,SP
18:00:00,Sábado,2000-09-16,Botafogo-RJ,Ponte Preta,Botafogo-RJ,16ª Rodada,3,16,Caio Martins,3,1,RJ,SP
18:00:00,Sábado,2000-09-16,Athlético-PR,Juventude,Juventude,16ª Rodada,3,16,Joaquim Américo,0,1,PR,RS
18:30:00,Domingo,2000-09-17,Coritiba,Corinthians,-,16ª Rodada,3,16,Couto Pereira,1,1,PR,SP
17:00:00,Domingo,2000-09-17,Grêmio,Cruzeiro,-,16ª Rodada,3,16,Olímpico Monumental,0,0,RS,MG
18:30:00,Domingo,2000-09-17,Guarani,Goiás,-,16ª Rodada,3,16,Brinco de Ouro,0,0,SP,GO
17:00:00,Domingo,2000-09-17,Palmeiras,Sport,-,16ª Rodada,3,16,Pq. Antarctica,1,1,SP,PE
16:00:00,Domingo,2000-09-17,América-MG,Santa Cruz,América-MG,16ª Rodada,3,16,Independência,1,0,MG,PE
18:30:00,Domingo,2000-09-17,Bahia,Flamengo,Bahia,16ª Rodada,3,16,Fonte Nova,4,1,BH,RJ
16:00:00,Domingo,2000-09-17,São Paulo,Portuguesa,São Paulo,16ª Rodada,3,16,Morumbi,2,0,SP,SP
20:30:00,Quarta-feira,2000-09-20,Juventude,Gama,Gama,17ª Rodada,3,17,Alfredo Jaconi,0,2,RS,DF
20:30:00,Quarta-feira,2000-09-20,Ponte Preta,Portuguesa,Ponte Preta,17ª Rodada,3,17,Moisés Lucarelli,3,1,SP,SP
20:30:00,Quarta-feira,2000-09-20,Santos,Athlético-PR,Santos,17ª Rodada,3,17,Vila Belmiro,2,1,SP,PR
20:30:00,Quarta-feira,2000-09-20,Sport,Bahia,Sport,17ª Rodada,3,17,Ilha do Retiro,3,0,PE,BA
22:00:00,Quarta-feira,2000-09-20,Vasco,América-MG,Vasco,17ª Rodada,3,17,São Januário,4,0,RJ,MG
16:00:00,Sábado,2000-09-23,América-MG,Internacional,-,18ª Rodada,3,18,Independência,1,1,MG,RS
15:45:00,Sábado,2000-09-23,Flamengo,Santos,Flamengo,18ª Rodada,3,18,Maracanã,3,0,RJ,SP
18:00:00,Sábado,2000-09-23,Grêmio,Vitória,Grêmio,18ª Rodada,3,18,Olímpico Monumental,1,0,RS,ES
18:00:00,Sábado,2000-09-23,Guarani,Coritiba,Guarani,18ª Rodada,3,18,Brinco de Ouro,2,0,SP,PR
18:30:00,Domingo,2000-09-24,Santa Cruz,Atlético-MG,Atlético-MG,18ª Rodada,3,18,Arruda,1,2,PE,MG
17:00:00,Domingo,2000-09-24,Corinthians,Ponte Preta,Corinthians,18ª Rodada,3,18,Pacaembu,1,0,SP,SP
17:00:00,Domingo,2000-09-24,Goiás,Cruzeiro,Goiás,18ª Rodada,3,18,Serra Dourada,2,0,GO,MG
18:30:00,Domingo,2000-09-24,Fluminense,Palmeiras,Palmeiras,18ª Rodada,3,18,Maracanã,0,1,RJ,SP
16:00:00,Domingo,2000-09-24,Portuguesa,Sport,Portuguesa,18ª Rodada,3,18,Canindé,1,0,SP,PE
17:00:00,Domingo,2000-09-24,Gama,São Paulo,São Paulo,18ª Rodada,3,18,Mané Garrincha,1,3,DF,SP
18:30:00,Domingo,2000-09-24,Juventude,Vasco,Vasco,18ª Rodada,3,18,Alfredo Jaconi,1,2,RS,RJ
20:30:00,Quarta-feira,2000-09-27,Botafogo-RJ,Vitória,-,19ª Rodada,3,19,Maracanã,0,0,RJ,ES
20:30:00,Quarta-feira,2000-09-27,Portuguesa,Guarani,Guarani,19ª Rodada,3,19,Canindé,2,3,SP,SP
20:30:00,Quarta-feira,2000-09-27,Ponte Preta,Sport,Ponte Preta,19ª Rodada,3,19,Moisés Lucarelli,3,0,SP,PE
20:30:00,Quarta-feira,2000-09-27,Santa Cruz,Juventude,Santa Cruz,19ª Rodada,3,19,Arruda,2,1,PE,RS
20:30:00,Quarta-feira,2000-09-27,São Paulo,América-MG,São Paulo,19ª Rodada,3,19,Morumbi,3,0,SP,MG
20:30:00,Quinta-feira,2000-09-28,Corinthians,Athlético-PR,Athlético-PR,19ª Rodada,3,19,Pacaembu,2,3,SP,PR
16:00:00,Sábado,2000-09-30,Goiás,São Paulo,-,20ª Rodada,3,20,Serra Dourada,2,2,GO,SP
16:00:00,Sábado,2000-09-30,América-MG,Juventude,América-MG,20ª Rodada,3,20,Independência,3,0,MG,RS
16:00:00,Sábado,2000-09-30,Atlético-MG,Cruzeiro,Cruzeiro,20ª Rodada,3,20,Mineirão,2,4,MG,MG
16:00:00,Sábado,2000-09-30,Gama,Flamengo,Flamengo,20ª Rodada,3,20,Mané Garrincha,2,4,DF,RJ
18:00:00,Sábado,2000-09-30,Coritiba,Grêmio,Grêmio,20ª Rodada,3,20,Couto Pereira,1,2,PR,RS
18:00:00,Sábado,2000-09-30,Sport,Fluminense,Sport,20ª Rodada,3,20,Ilha do Retiro,3,2,PE,RJ
20:30:00,Quarta-feira,2000-10-04,São Paulo,Grêmio,-,21ª Rodada,3,21,Morumbi,1,1,SP,RS
20:30:00,Quarta-feira,2000-10-04,América-MG,Portuguesa,-,21ª Rodada,3,21,Independência,1,1,MG,SP
20:30:00,Quarta-feira,2000-10-04,Bahia,Vitória,Bahia,21ª Rodada,3,21,Fonte Nova,1,0,BH,ES
20:30:00,Quarta-feira,2000-10-04,Botafogo-RJ,Juventude,Botafogo-RJ,21ª Rodada,3,21,Caio Martins,2,1,RJ,RS
20:30:00,Quarta-feira,2000-10-04,Gama,Santos,Gama,21ª Rodada,3,21,Mané Garrincha,2,1,DF,SP
20:30:00,Quarta-feira,2000-10-04,Athlético-PR,Guarani,Guarani,21ª Rodada,3,21,Joaquim Américo,0,1,PR,SP
20:30:00,Quarta-feira,2000-10-04,Palmeiras,Coritiba,Palmeiras,21ª Rodada,3,21,Pq. Antarctica,2,1,SP,PR
21:40:00,Quarta-feira,2000-10-04,Ponte Preta,Flamengo,Ponte Preta,21ª Rodada,3,21,Moisés Lucarelli,2,0,SP,RJ
20:30:00,Quarta-feira,2000-10-04,Santa Cruz,Sport,Sport,21ª Rodada,3,21,Arruda,0,3,PE,PE
20:30:00,Quarta-feira,2000-10-04,Vasco,Atlético-MG,Vasco,21ª Rodada,3,21,São Januário,4,0,RJ,MG
16h,Sábado,2000-10-07,Guarani,Bahia,-,22ª Rodada,3,22,Brinco de Ouro,2,2,SP,BA
16h,Sábado,2000-10-07,América-MG,Cruzeiro,-,22ª Rodada,3,22,Independência,1,1,MG,MG
16h,Sábado,2000-10-07,Santos,Ponte Preta,-,22ª Rodada,3,22,Vila Belmiro,3,3,SP,SP
18h,Sábado,2000-10-07,Atlético-MG,Goiás,Atlético-MG,22ª Rodada,3,22,Mineirão,2,1,MG,GO
16h,Sábado,2000-10-07,Athlético-PR,Santa Cruz,Athlético-PR,22ª Rodada,3,22,Joaquim Américo,4,0,PR,PE
16h,Sábado,2000-10-07,Botafogo-RJ,Flamengo,Botafogo-RJ,22ª Rodada,3,22,Maracanã,3,1,RJ,RJ
16h,Sábado,2000-10-07,Internacional,Grêmio,Grêmio,22ª Rodada,3,22,Beira Rio,1,2,RS,RS
16h,Sábado,2000-10-07,Juventude,Palmeiras,Palmeiras,22ª Rodada,3,22,Alfredo Jaconi,0,1,RS,SP
18h,Sábado,2000-10-07,Corinthians,Portuguesa,Portuguesa,22ª Rodada,3,22,Pacaembu,2,3,SP,SP
16h,Sábado,2000-10-07,Sport,Gama,Sport,22ª Rodada,3,22,Ilha do Retiro,3,0,PE,DF
16h,Sábado,2000-10-07,Vitória,São Paulo,Vitória,22ª Rodada,3,22,Barradão,5,1,ES,SP
20:30:00,Terça-feira,2000-10-10,Cruzeiro,Santa Cruz,Cruzeiro,23ª Rodada,3,23,Mineirão,3,0,MG,PE
20:30:00,Quarta-feira,2000-10-11,Palmeiras,América-MG,-,23ª Rodada,3,23,Morumbi,0,0,SP,MG
21:40:00,Quarta-feira,2000-10-11,Vasco,Vitória,-,23ª Rodada,3,23,São Januário,2,2,RJ,ES
20:30:00,Quarta-feira,2000-10-11,Atlético-MG,Guarani,Atlético-MG,23ª Rodada,3,23,Mineirão,3,0,MG,SP
20:30:00,Quarta-feira,2000-10-11,Ponte Preta,Athlético-PR,Athlético-PR,23ª Rodada,3,23,Moisés Lucarelli,0,1,SP,PR
21:40:00,Quarta-feira,2000-10-11,Bahia,Corinthians,Bahia,23ª Rodada,3,23,Fonte Nova,2,1,BH,SP
20:30:00,Quarta-feira,2000-10-11,Fluminense,Grêmio,Fluminense,23ª Rodada,3,23,Maracanã,1,0,RJ,RS
21:40:00,Quarta-feira,2000-10-11,Portuguesa,Internacional,Portuguesa,23ª Rodada,3,23,Canindé,3,2,SP,RS
20:30:00,Quarta-feira,2000-10-11,São Paulo,Coritiba,São Paulo,23ª Rodada,3,23,Morumbi,3,2,SP,PR
20:30:00,Quinta-feira,2000-10-12,Cruzeiro,Juventude,Cruzeiro,23ª Rodada,3,23,Mineirão,2,1,MG,RS
16h,Sábado,2000-10-14,Santos,Vasco,-,24ª Rodada,3,24,Vila Belmiro,1,1,SP,RJ
18h,Sábado,2000-10-14,Internacional,Bahia,Internacional,24ª Rodada,3,24,Beira Rio,3,2,RS,BA
16h,Sábado,2000-10-14,Palmeiras,Atlético-MG,Palmeiras,24ª Rodada,3,24,Pq. Antarctica,3,2,SP,MG
18h,Sábado,2000-10-14,Flamengo,Sport,Sport,24ª Rodada,3,24,Maracanã,1,2,RJ,PE
17h,Domingo,2000-10-15,Santa Cruz,Coritiba,-,24ª Rodada,3,24,Arruda,1,1,PE,PR
17h,Domingo,2000-10-15,Grêmio,Portuguesa,-,24ª Rodada,3,24,Olímpico Monumental,2,2,RS,SP
18:30:00,Domingo,2000-10-15,Botafogo-RJ,São Paulo,Botafogo-RJ,24ª Rodada,3,24,Maracanã,1,0,RJ,SP
18:30:00,Domingo,2000-10-15,Fluminense,Cruzeiro,Fluminense,24ª Rodada,3,24,Maracanã,2,1,RJ,MG
17h,Domingo,2000-10-15,Juventude,Goiás,Goiás,24ª Rodada,3,24,Alfredo Jaconi,1,2,RS,GO
