Horario,Dia,Data,Clube_1,Clube_2,Vencedor,Rodada,pos,Rodada_Num,Arena,Gols_Clube_1,Gols_Clube_2,Estado_Clube_1,Estado_Clube_2
20:30:00,Quinta-feira,2004-08-05,Botafogo-RJ,Juventude,Juventude,21ª Rodada,3,21,Caio Martins,0,1,RJ,RS
20:30:00,Quinta-feira,2004-08-05,São Paulo,Vitória,São Paulo,21ª Rodada,3,21,Morumbi,2,1,SP,ES
18:00:00,Sábado,2004-08-07,Atlético-MG,Grêmio,Atlético-MG,22ª Rodada,3,22,Independência,3,0,MG,RS
16:00:00,Sábado,2004-08-07,Goiás,Coritiba,Coritiba,22ª Rodada,3,22,Serra Dourada,1,2,GO,PR
16:00:00,Sábado,2004-08-07,Fluminense,Paraná,Fluminense,22ª Rodada,3,22,Raulino de Oliveira,3,1,RJ,PR
16:00:00,Sábado,2004-08-07,Santos,São Caetano,São Caetano,22ª Rodada,3,22,Vila Belmiro,0,1,SP,SP
16:00:00,Domingo,2004-08-08,Corinthians,Botafogo-RJ,-,22ª Rodada,3,22,Pacaembu,2,2,SP,RJ
16:00:00,Domingo,2004-08-08,Juventude,Figueirense,-,22ª Rodada,3,22,Alfredo Jaconi,0,0,RS,SC
16:00:00,Domingo,2004-08-08,Guarani,Paysandu,-,22ª Rodada,3,22,Brinco de Ouro,0,0,SP,PA
18:00:00,Domingo,2004-08-08,Athlético-PR,Vasco,Athlético-PR,22ª Rodada,3,22,Arena da Baixada,2,0,PR,RJ
16:00:00,Domingo,2004-08-08,Flamengo,São Paulo,Flamengo,22ª Rodada,3,22,Raulino de Oliveira,1,0,RJ,SP
18:00:00,Domingo,2004-08-08,Criciúma,Palmeiras,Palmeiras,22ª Rodada,3,22,Heriberto Hulse,1,2,SC,SP
16:00:00,Domingo,2004-08-08,Internacional,Ponte Preta,Ponte Preta,22ª Rodada,3,22,Beira Rio,1,2,RS,SP
17:00:00,Domingo,2004-08-08,Vitória,Cruzeiro,Vitória,22ª Rodada,3,22,Barradão,3,2,ES,MG
20:30:00,Quarta-feira,2004-08-11,Grêmio,Guarani,-,23ª Rodada,3,23,Olímpico Monumental,1,1,RS,SP
21:45:00,Quarta-feira,2004-08-11,Figueirense,Corinthians,Corinthians,23ª Rodada,3,23,Orlando Scarpelli,0,1,SC,SP
21:45:00,Quarta-feira,2004-08-11,Cruzeiro,Flamengo,Cruzeiro,23ª Rodada,3,23,Mineirão,2,0,MG,RJ
20:30:00,Quarta-feira,2004-08-11,Paraná,Internacional,Internacional,23ª Rodada,3,23,Pinheirão,1,2,PR,RS
20:30:00,Quarta-feira,2004-08-11,Paysandu,Juventude,Juventude,23ª Rodada,3,23,Mangueirão,0,1,PA,RS
20:30:00,Quarta-feira,2004-08-11,Ponte Preta,Vitória,Ponte Preta,23ª Rodada,3,23,Moisés Lucarelli,1,0,SP,ES
21:45:00,Quarta-feira,2004-08-11,Vasco,Santos,Santos,23ª Rodada,3,23,São Januário,2,3,RJ,SP
20:30:00,Quarta-feira,2004-08-11,São Paulo,Goiás,São Paulo,23ª Rodada,3,23,Morumbi,4,0,SP,GO
20:30:00,Quinta-feira,2004-08-12,São Caetano,Atlético-MG,-,23ª Rodada,3,23,Anacleto Campanella,1,1,SP,MG
20:30:00,Quinta-feira,2004-08-12,Botafogo-RJ,Athlético-PR,-,23ª Rodada,3,23,Caio Martins,1,1,RJ,PR
20:30:00,Quinta-feira,2004-08-12,Coritiba,Criciúma,Coritiba,23ª Rodada,3,23,Couto Pereira,1,0,PR,SC
20:30:00,Quinta-feira,2004-08-12,Palmeiras,Fluminense,Palmeiras,23ª Rodada,3,23,Parque Antártica,3,2,SP,RJ
18:00:00,Sábado,2004-08-14,Corinthians,Ponte Preta,Corinthians,24ª Rodada,3,24,Pacaembu,2,0,SP,SP
18:00:00,Sábado,2004-08-14,Flamengo,Grêmio,Flamengo,24ª Rodada,3,24,Maracanã,3,0,RJ,RS
16:00:00,Sábado,2004-08-14,Internacional,Figueirense,Internacional,24ª Rodada,3,24,Beira Rio,4,0,RS,SC
16:00:00,Sábado,2004-08-14,Juventude,Cruzeiro,Juventude,24ª Rodada,3,24,Alfredo Jaconi,1,0,RS,MG
16:00:00,Domingo,2004-08-15,Guarani,Coritiba,-,24ª Rodada,3,24,Brinco de Ouro,0,0,SP,PR
16:00:00,Domingo,2004-08-15,Fluminense,Paysandu,-,24ª Rodada,3,24,Maracanã,1,1,RJ,PA
18:00:00,Domingo,2004-08-15,Athlético-PR,São Paulo,Athlético-PR,24ª Rodada,3,24,Arena da Baixada,1,0,PR,SP
16:00:00,Domingo,2004-08-15,Criciúma,Vasco,Criciúma,24ª Rodada,3,24,Heriberto Hulse,1,0,SC,RJ
16:00:00,Domingo,2004-08-15,Goiás,Botafogo-RJ,Goiás,24ª Rodada,3,24,Serra Dourada,3,1,GO,RJ
16:00:00,Domingo,2004-08-15,Atlético-MG,Palmeiras,Palmeiras,24ª Rodada,3,24,Mineirão,1,2,MG,SP
18:00:00,Domingo,2004-08-15,Santos,Paraná,Santos,24ª Rodada,3,24,Vila Belmiro,5,1,SP,PR
17:00:00,Domingo,2004-08-15,Vitória,São Caetano,São Caetano,24ª Rodada,3,24,Barradão,1,2,ES,SP
20:30:00,Quarta-feira,2004-08-18,Figueirense,Athlético-PR,-,25ª Rodada,3,25,Orlando Scarpelli,1,1,SC,PR
21h50,Quarta-feira,2004-08-18,Botafogo-RJ,Santos,Botafogo-RJ,25ª Rodada,3,25,Caio Martins,2,0,RJ,SP
20:30:00,Quarta-feira,2004-08-18,Cruzeiro,Goiás,Goiás,25ª Rodada,3,25,Mineirão,1,3,MG,GO
20:30:00,Quarta-feira,2004-08-18,Grêmio,Juventude,Juventude,25ª Rodada,3,25,Olímpico Monumental,2,4,RS,RS
20:30:00,Quarta-feira,2004-08-18,Palmeiras,Internacional,Palmeiras,25ª Rodada,3,25,Parque Antártica,3,1,SP,RS
20:30:00,Quarta-feira,2004-08-18,Paraná,Vitória,Paraná,25ª Rodada,3,25,Pinheirão,4,1,PR,ES
21h50,Quarta-feira,2004-08-18,Paysandu,Corinthians,Paysandu,25ª Rodada,3,25,Mangueirão,2,1,PA,SP
21h50,Quarta-feira,2004-08-18,Ponte Preta,Flamengo,Ponte Preta,25ª Rodada,3,25,Moisés Lucarelli,1,0,SP,RJ
20:30:00,Quarta-feira,2004-08-18,São Caetano,Guarani,São Caetano,25ª Rodada,3,25,Anacleto Campanella,3,0,SP,SP
20:30:00,Quinta-feira,2004-08-19,Coritiba,Fluminense,Coritiba,25ª Rodada,3,25,Couto Pereira,2,0,PR,RJ
20:30:00,Quinta-feira,2004-08-19,São Paulo,Criciúma,São Paulo,25ª Rodada,3,25,Morumbi,2,0,SP,SC
20:30:00,Quinta-feira,2004-08-19,Vasco,Atlético-MG,Vasco,25ª Rodada,3,25,São Januário,3,0,RJ,MG
16:00:00,Sábado,2004-08-21,Corinthians,Grêmio,-,26ª Rodada,3,26,Pacaembu,1,1,SP,RS
16:00:00,Sábado,2004-08-21,Flamengo,Paraná,Flamengo,26ª Rodada,3,26,Raulino de Oliveira,2,1,RJ,PR
18:00:00,Domingo,2004-08-22,Atlético-MG,Botafogo-RJ,-,26ª Rodada,3,26,Mineirão,1,1,MG,RJ
16:00:00,Domingo,2004-08-22,Internacional,Coritiba,-,26ª Rodada,3,26,Beira Rio,1,1,RS,PR
18:00:00,Domingo,2004-08-22,Vitória,Palmeiras,-,26ª Rodada,3,26,Barradão,2,2,ES,SP
16:00:00,Domingo,2004-08-22,Juventude,São Caetano,-,26ª Rodada,3,26,Alfredo Jaconi,2,2,RS,SP
16:00:00,Domingo,2004-08-22,Guarani,Vasco,-,26ª Rodada,3,26,Brinco de Ouro,1,1,SP,RJ
16:00:00,Domingo,2004-08-22,Athlético-PR,Paysandu,Athlético-PR,26ª Rodada,3,26,Arena da Baixada,2,0,PR,PA
16:00:00,Domingo,2004-08-22,Criciúma,Cruzeiro,Cruzeiro,26ª Rodada,3,26,Heriberto Hulse,1,2,SC,MG
16:00:00,Domingo,2004-08-22,Fluminense,São Paulo,Fluminense,26ª Rodada,3,26,Raulino de Oliveira,1,0,RJ,SP
16:00:00,Domingo,2004-08-22,Goiás,Ponte Preta,Goiás,26ª Rodada,3,26,Serra Dourada,5,0,GO,SP
15:30:00,Domingo,2004-08-22,Santos,Figueirense,Santos,26ª Rodada,3,26,Wilson de Barros,4,1,SP,SC
16:00:00,Sábado,2004-08-28,Botafogo-RJ,Criciúma,-,27ª Rodada,3,27,Caio Martins,1,1,RJ,SC
18:00:00,Sábado,2004-08-28,Grêmio,Goiás,-,27ª Rodada,3,27,Olímpico Monumental,1,1,RS,GO
16:00:00,Sábado,2004-08-28,São Paulo,Guarani,-,27ª Rodada,3,27,Morumbi,3,3,SP,SP
16:00:00,Sábado,2004-08-28,Paraná,Juventude,Juventude,27ª Rodada,3,27,Pinheirão,1,2,PR,RS
18:00:00,Sábado,2004-08-28,Paysandu,Internacional,Paysandu,27ª Rodada,3,27,Mangueirão,2,1,PA,RS
18:00:00,Domingo,2004-08-29,Ponte Preta,Atlético-MG,-,27ª Rodada,3,27,Moisés Lucarelli,1,1,SP,MG
16:00:00,Domingo,2004-08-29,Vasco,Fluminense,-,27ª Rodada,3,27,Maracanã,1,1,RJ,RJ
18:00:00,Domingo,2004-08-29,Cruzeiro,Santos,-,27ª Rodada,3,27,Mineirão,4,4,MG,SP
16:00:00,Domingo,2004-08-29,Coritiba,Athlético-PR,Athlético-PR,27ª Rodada,3,27,Couto Pereira,1,2,PR,PR
16:00:00,Domingo,2004-08-29,Palmeiras,Corinthians,Corinthians,27ª Rodada,3,27,Morumbi,0,1,SP,SP
16:00:00,Domingo,2004-08-29,Figueirense,Vitória,Figueirense,27ª Rodada,3,27,Orlando Scarpelli,2,1,SC,ES
16:00:00,Domingo,2004-08-29,São Caetano,Flamengo,Flamengo,27ª Rodada,3,27,Anacleto Campanella,0,1,SP,RJ
21h50,Quarta-feira,2004-09-01,Ponte Preta,Palmeiras,-,28ª Rodada,3,28,Moisés Lucarelli,0,0,SP,SP
21h50,Quarta-feira,2004-09-01,Corinthians,Atlético-MG,Corinthians,28ª Rodada,3,28,Pacaembu,1,0,SP,MG
20:30:00,Quarta-feira,2004-09-01,São Paulo,Coritiba,Coritiba,28ª Rodada,3,28,Morumbi,2,3,SP,PR
20:30:00,Quarta-feira,2004-09-01,Figueirense,Goiás,Figueirense,28ª Rodada,3,28,Orlando Scarpelli,3,2,SC,GO
20:30:00,Quarta-feira,2004-09-01,Fluminense,Internacional,Fluminense,28ª Rodada,3,28,Maracanã,3,1,RJ,RS
20:30:00,Quarta-feira,2004-09-01,Cruzeiro,Paraná,Paraná,28ª Rodada,3,28,Mineirão,1,4,MG,PR
21h50,Quarta-feira,2004-09-01,Juventude,Santos,Santos,28ª Rodada,3,28,Alfredo Jaconi,1,2,RS,SP
20:30:00,Quarta-feira,2004-09-01,Criciúma,São Caetano,São Caetano,28ª Rodada,3,28,Heriberto Hulse,0,4,SC,SP
20:30:00,Quinta-feira,2004-09-02,Athlético-PR,Guarani,Athlético-PR,28ª Rodada,3,28,Arena da Baixada,2,0,PR,SP
20:30:00,Quinta-feira,2004-09-02,Flamengo,Vitória,Flamengo,28ª Rodada,3,28,Raulino de Oliveira,2,0,RJ,ES
20:30:00,Quinta-feira,2004-09-02,Paysandu,Botafogo-RJ,Paysandu,28ª Rodada,3,28,Mangueirão,2,0,PA,RJ
20:30:00,Quinta-feira,2004-09-02,Grêmio,Vasco,Vasco,28ª Rodada,3,28,Olímpico Monumental,1,2,RS,RJ
16:00:00,Terça-feira,2004-09-07,Palmeiras,Cruzeiro,Cruzeiro,29ª Rodada,3,29,Parque Antártica,1,3,SP,MG
16:00:00,Terça-feira,2004-09-07,Vasco,Paysandu,Paysandu,29ª Rodada,3,29,São Januário,0,1,RJ,PA
21h50,Quarta-feira,2004-09-08,Santos,Athlético-PR,-,29ª Rodada,3,29,Vila Belmiro,1,1,SP,PR
21h50,Quarta-feira,2004-09-08,Internacional,Flamengo,-,29ª Rodada,3,29,Beira Rio,0,0,RS,RJ
20:30:00,Quarta-feira,2004-09-08,Atlético-MG,Juventude,-,29ª Rodada,3,29,Mineirão,1,1,MG,RS
21h50,Quarta-feira,2004-09-08,Guarani,Corinthians,Corinthians,29ª Rodada,3,29,Brinco de Ouro,0,1,SP,SP
20:30:00,Quarta-feira,2004-09-08,Goiás,Criciúma,Goiás,29ª Rodada,3,29,Serra Dourada,2,1,GO,SC
20:30:00,Quarta-feira,2004-09-08,São Caetano,Figueirense,São Caetano,29ª Rodada,3,29,Anacleto Campanella,1,0,SP,SC
20:30:00,Quarta-feira,2004-09-08,Paraná,São Paulo,São Paulo,29ª Rodada,3,29,Pinheirão,0,2,PR,SP
20:30:00,Quinta-feira,2004-09-09,Botafogo-RJ,Grêmio,Botafogo-RJ,29ª Rodada,3,29,Caio Martins,2,1,RJ,RS
20:30:00,Quinta-feira,2004-09-09,Coritiba,Ponte Preta,Coritiba,29ª Rodada,3,29,Couto Pereira,2,0,PR,SP
20:30:00,Quinta-feira,2004-09-09,Vitória,Fluminense,Fluminense,29ª Rodada,3,29,Barradão,2,3,ES,RJ
16:00:00,Sábado,2004-09-11,São Paulo,Cruzeiro,-,30ª Rodada,3,30,Pacaembu,0,0,SP,MG
18:00:00,Sábado,2004-09-11,Goiás,Internacional,Goiás,30ª Rodada,3,30,Serra Dourada,1,0,GO,RS
16:00:00,Sábado,2004-09-11,Guarani,Juventude,Guarani,30ª Rodada,3,30,Brinco de Ouro,3,1,SP,RS
16:00:00,Sábado,2004-09-11,Vasco,São Caetano,São Caetano,30ª Rodada,3,30,Maracanã,1,2,RJ,SP
18:00:00,Domingo,2004-09-12,Grêmio,Paysandu,-,30ª Rodada,3,30,Olímpico Monumental,1,1,RS,PA
18:00:00,Domingo,2004-09-12,Atlético-MG,Coritiba,Atlético-MG,30ª Rodada,3,30,Mineirão,2,1,MG,PR
16:00:00,Domingo,2004-09-12,Athlético-PR,Corinthians,Athlético-PR,30ª Rodada,3,30,Arena da Baixada,3,1,PR,SP
16:00:00,Domingo,2004-09-12,Figueirense,Botafogo-RJ,Figueirense,30ª Rodada,3,30,Orlando Scarpelli,3,1,SC,RJ
16:00:00,Domingo,2004-09-12,Fluminense,Flamengo,Fluminense,30ª Rodada,3,30,Maracanã,2,1,RJ,RJ
16:00:00,Domingo,2004-09-12,Ponte Preta,Paraná,Paraná,30ª Rodada,3,30,Moisés Lucarelli,0,2,SP,PR
16:00:00,Domingo,2004-09-12,Palmeiras,Santos,Santos,30ª Rodada,3,30,Pacaembu,1,2,SP,SP
16:00:00,Domingo,2004-09-12,Vitória,Criciúma,Vitória,30ª Rodada,3,30,Barradão,1,0,ES,SC
16:00:00,Sábado,2004-09-18,Paraná,Guarani,-,31ª Rodada,3,31,Pinheirão,0,0,PR,SP
18:00:00,Sábado,2004-09-18,Criciúma,Fluminense,Fluminense,31ª Rodada,3,31,Heriberto Hulse,0,2,SC,RJ
18:00:00,Sábado,2004-09-18,Santos,Atlético-MG,Santos,31ª Rodada,3,31,Vila Belmiro,2,0,SP,MG
16:00:00,Sábado,2004-09-18,São Caetano,Grêmio,São Caetano,31ª Rodada,3,31,Anacleto Campanella,2,0,SP,RS
18:00:00,Domingo,2004-09-19,Coritiba,Palmeiras,-,31ª Rodada,3,31,Couto Pereira,0,0,PR,SP
16:00:00,Domingo,2004-09-19,Corinthians,São Paulo,-,31ª Rodada,3,31,Morumbi,0,0,SP,SP
16:00:00,Domingo,2004-09-19,Botafogo-RJ,Vasco,-,31ª Rodada,3,31,Maracanã,2,2,RJ,RJ
18:00:00,Domingo,2004-09-19,Cruzeiro,Athlético-PR,Athlético-PR,31ª Rodada,3,31,Mineirão,2,4,MG,PR
16:00:00,Domingo,2004-09-19,Flamengo,Goiás,Flamengo,31ª Rodada,3,31,Raulino de Oliveira,4,0,RJ,GO
16:00:00,Domingo,2004-09-19,Internacional,Vitória,Internacional,31ª Rodada,3,31,Beira Rio,2,1,RS,ES
16:00:00,Domingo,2004-09-19,Paysandu,Figueirense,Paysandu,31ª Rodada,3,31,Mangueirão,3,1,PA,SC
16:00:00,Domingo,2004-09-19,Juventude,Ponte Preta,Ponte Preta,31ª Rodada,3,31,Alfredo Jaconi,1,2,RS,SP
20:30:00,Sexta-feira,2004-09-24,Figueirense,Ponte Preta,Ponte Preta,32ª Rodada,3,32,Orlando Scarpelli,0,1,SC,SP
18:00:00,Sábado,2004-09-25,Guarani,Fluminense,-,32ª Rodada,3,32,Brinco de Ouro,1,1,SP,RJ
16:00:00,Sábado,2004-09-25,Atlético-MG,Internacional,-,32ª Rodada,3,32,Mineirão,1,1,MG,RS
18:00:00,Sábado,2004-09-25,Grêmio,São Paulo,Grêmio,32ª Rodada,3,32,Olímpico Monumental,2,1,RS,SP
16:00:00,Sábado,2004-09-25,Paysandu,Cruzeiro,Paysandu,32ª Rodada,3,32,Mangueirão,3,1,PA,MG
16:00:00,Sábado,2004-09-25,São Caetano,Coritiba,São Caetano,32ª Rodada,3,32,Anacleto Campanella,1,0,SP,PR
16:00:00,Domingo,2004-09-26,Athlético-PR,Flamengo,Athlético-PR,32ª Rodada,3,32,Arena da Baixada,2,1,PR,RJ
18:00:00,Domingo,2004-09-26,Botafogo-RJ,Paraná,Botafogo-RJ,32ª Rodada,3,32,Caio Martins,4,3,RJ,PR
16:00:00,Domingo,2004-09-26,Corinthians,Goiás,Corinthians,32ª Rodada,3,32,Pacaembu,1,0,SP,GO
16:00:00,Domingo,2004-09-26,Juventude,Criciúma,Juventude,32ª Rodada,3,32,Alfredo Jaconi,1,0,RS,SC
16:00:00,Domingo,2004-09-26,Vasco,Palmeiras,Palmeiras,32ª Rodada,3,32,São Januário,2,5,RJ,SP
18:00:00,Domingo,2004-09-26,Santos,Vitória,Santos,32ª Rodada,3,32,Vila Belmiro,4,1,SP,ES
20:30:00,Terça-feira,2004-09-28,Fluminense,Atlético-MG,-,33ª Rodada,3,33,Maracanã,1,1,RJ,MG
20:30:00,Terça-feira,2004-09-28,Cruzeiro,Figueirense,-,33ª Rodada,3,33,Mineirão,3,3,MG,SC
20:30:00,Terça-feira,2004-09-28,Coritiba,Grêmio,Coritiba,33ª Rodada,3,33,Couto Pereira,2,1,PR,RS
20:30:00,Terça-feira,2004-09-28,São Paulo,Paysandu,São Paulo,33ª Rodada,3,33,Morumbi,7,0,SP,PA
21h50,Quarta-feira,2004-09-29,Ponte Preta,Botafogo-RJ,-,33ª Rodada,3,33,Moisés Lucarelli,1,1,SP,RJ
21h50,Quarta-feira,2004-09-29,Flamengo,Corinthians,-,33ª Rodada,3,33,Maracanã,0,0,RJ,SP
20:30:00,Quarta-feira,2004-09-29,Criciúma,Guarani,-,33ª Rodada,3,33,Heriberto Hulse,1,1,SC,SP
20:30:00,Quarta-feira,2004-09-29,Vitória,Athlético-PR,Athlético-PR,33ª Rodada,3,33,Barradão,2,3,ES,PR
21h50,Quarta-feira,2004-09-29,Internacional,Santos,Internacional,33ª Rodada,3,33,Beira Rio,2,1,RS,SP
20:30:00,Quarta-feira,2004-09-29,Goiás,Juventude,Juventude,33ª Rodada,3,33,Serra Dourada,1,2,GO,RS
20:30:00,Quarta-feira,2004-09-29,Palmeiras,São Caetano,Palmeiras,33ª Rodada,3,33,Parque Antártica,3,1,SP,SP
20:30:00,Quarta-feira,2004-09-29,Paraná,Vasco,Paraná,33ª Rodada,3,33,Pinheirão,2,1,PR,RJ
16:00:00,Sábado,2004-10-02,Athlético-PR,Atlético-MG,Athlético-PR,34ª Rodada,3,34,Arena da Baixada,5,0,PR,MG
16:00:00,Sábado,2004-10-02,Fluminense,Botafogo-RJ,Botafogo-RJ,34ª Rodada,3,34,Maracanã,1,4,RJ,RJ
18:00:00,Sábado,2004-10-02,Cruzeiro,Ponte Preta,Cruzeiro,34ª Rodada,3,34,Mineirão,5,0,MG,SP
16:00:00,Sábado,2004-10-02,Figueirense,Flamengo,Figueirense,34ª Rodada,3,34,Orlando Scarpelli,3,2,SC,RJ
20:30:00,Sábado,2004-10-02,Grêmio,Criciúma,Grêmio,34ª Rodada,3,34,Olímpico Monumental,2,0,RS,SC
20:30:00,Sábado,2004-10-02,Corinthians,Juventude,Juventude,34ª Rodada,3,34,Pacaembu,1,2,SP,RS
20:30:00,Sábado,2004-10-02,Paraná,Coritiba,Paraná,34ª Rodada,3,34,Pinheirão,1,0,PR,PR
18:00:00,Sábado,2004-10-02,Guarani,Santos,Santos,34ª Rodada,3,34,Brinco de Ouro,0,1,SP,SP
16:00:00,Sábado,2004-10-02,São Caetano,Goiás,São Caetano,34ª Rodada,3,34,Anacleto Campanella,2,0,SP,GO
16:00:00,Sábado,2004-10-02,São Paulo,Palmeiras,São Paulo,34ª Rodada,3,34,Morumbi,2,1,SP,SP
15:30:00,Sábado,2004-10-02,Vasco,Internacional,Vasco,34ª Rodada,3,34,São Januário,2,0,RJ,RS
17:00:00,Sábado,2004-10-02,Vitória,Paysandu,Vitória,34ª Rodada,3,34,Barradão,4,1,ES,PA
21h50,Quarta-feira,2004-10-06,Santos,Corinthians,-,35ª Rodada,3,35,Vila Belmiro,1,1,SP,SP
20:30:00,Quarta-feira,2004-10-06,Coritiba,Cruzeiro,-,35ª Rodada,3,35,Couto Pereira,1,1,PR,MG
20:30:00,Quarta-feira,2004-10-06,Criciúma,Internacional,Criciúma,35ª Rodada,3,35,Heriberto Hulse,1,0,SC,RS
21h50,Quarta-feira,2004-10-06,Grêmio,Fluminense,Fluminense,35ª Rodada,3,35,Olímpico Monumental,2,3,RS,RJ
20:30:00,Quarta-feira,2004-10-06,Goiás,Vitória,Goiás,35ª Rodada,3,35,Serra Dourada,4,0,GO,ES
21h50,Quarta-feira,2004-10-06,Ponte Preta,São Paulo,São Paulo,35ª Rodada,3,35,Moisés Lucarelli,0,1,SP,SP
20:30:00,Quarta-feira,2004-10-06,Vasco,Figueirense,Vasco,35ª Rodada,3,35,São Januário,1,0,RJ,SC
20:30:00,Quinta-feira,2004-10-07,Juventude,Athlético-PR,-,35ª Rodada,3,35,Alfredo Jaconi,3,3,RS,PR
20:30:00,Quinta-feira,2004-10-07,Paysandu,Flamengo,-,35ª Rodada,3,35,Mangueirão,2,2,PA,RJ
20:30:00,Quinta-feira,2004-10-07,Palmeiras,Paraná,-,35ª Rodada,3,35,Parque Antártica,1,1,SP,PR
20:30:00,Quinta-feira,2004-10-07,Botafogo-RJ,São Caetano,-,35ª Rodada,3,35,Caio Martins,1,1,RJ,SP
20:30:00,Quinta-feira,2004-10-07,Atlético-MG,Guarani,Atlético-MG,35ª Rodada,3,35,Independência,3,2,MG,SP
16:00:00,Sábado,2004-10-16,Corinthians,Coritiba,-,36ª Rodada,3,36,Pacaembu,0,0,SP,PR
16:00:00,Sábado,2004-10-16,Figueirense,Grêmio,Figueirense,36ª Rodada,3,36,Orlando Scarpelli,2,0,SC,RS
18:00:00,Sábado,2004-10-16,Fluminense,Goiás,Goiás,36ª Rodada,3,36,Maracanã,1,4,RJ,GO
18:00:00,Sábado,2004-10-16,Santos,Ponte Preta,Santos,36ª Rodada,3,36,Vila Belmiro,4,0,SP,SP
16:00:00,Sábado,2004-10-16,Vitória,Vasco,Vitória,36ª Rodada,3,36,Barradão,4,1,ES,RJ
16:00:00,Domingo,2004-10-17,Athlético-PR,Paraná,-,36ª Rodada,3,36,Arena da Baixada,1,1,PR,PR
18:00:00,Domingo,2004-10-17,Flamengo,Criciúma,Flamengo,36ª Rodada,3,36,Raulino de Oliveira,3,1,RJ,SC
16:00:00,Domingo,2004-10-17,Guarani,Cruzeiro,Guarani,36ª Rodada,3,36,Brinco de Ouro,2,0,SP,MG
16:00:00,Domingo,2004-10-17,Internacional,Botafogo-RJ,Internacional,36ª Rodada,3,36,Beira Rio,3,1,RS,RJ
18:00:00,Domingo,2004-10-17,Juventude,Palmeiras,Palmeiras,36ª Rodada,3,36,Alfredo Jaconi,0,2,RS,SP
16:00:00,Domingo,2004-10-17,São Caetano,Paysandu,São Caetano,36ª Rodada,3,36,Anacleto Campanella,3,0,SP,PA
16:00:00,Domingo,2004-10-17,Atlético-MG,São Paulo,São Paulo,36ª Rodada,3,36,Independência,0,5,MG,SP
18:00:00,Sábado,2004-10-23,Botafogo-RJ,Vitória,-,37ª Rodada,3,37,Mário Helênio,1,1,RJ,ES
16:00:00,Sábado,2004-10-23,Cruzeiro,Atlético-MG,Atlético-MG,37ª Rodada,3,37,Mineirão,0,3,MG,MG
16:00:00,Sábado,2004-10-23,Grêmio,Internacional,Internacional,37ª Rodada,3,37,Olímpico Monumental,1,3,RS,RS
16:00:00,Sábado,2004-10-23,Coritiba,Juventude,Juventude,37ª Rodada,3,37,Couto Pereira,2,3,PR,RS
18:00:00,Sábado,2004-10-23,Palmeiras,Athlético-PR,Palmeiras,37ª Rodada,3,37,Parque Antártica,3,1,SP,PR
16:00:00,Sábado,2004-10-23,Paysandu,Goiás,Paysandu,37ª Rodada,3,37,Mangueirão,4,2,PA,GO
18:00:00,Domingo,2004-10-24,Guarani,Ponte Preta,-,37ª Rodada,3,37,Brinco de Ouro,0,0,SP,SP
18:00:00,Domingo,2004-10-24,Paraná,Corinthians,Corinthians,37ª Rodada,3,37,Pinheirão,1,2,PR,SP
16:00:00,Domingo,2004-10-24,Criciúma,Figueirense,Criciúma,37ª Rodada,3,37,Heriberto Hulse,2,1,SC,SC
16:00:00,Domingo,2004-10-24,São Caetano,Fluminense,São Caetano,37ª Rodada,3,37,Anacleto Campanella,2,0,SP,RJ
16:00:00,Domingo,2004-10-24,São Paulo,Santos,São Paulo,37ª Rodada,3,37,Morumbi,1,0,SP,SP
16:00:00,Domingo,2004-10-24,Vasco,Flamengo,Vasco,37ª Rodada,3,37,Maracanã,1,0,RJ,RJ
20:30:00,Terça-feira,2004-10-26,Cruzeiro,Grêmio,Cruzeiro,38ª Rodada,3,38,Mineirão,2,0,MG,RS
20:30:00,Terça-feira,2004-10-26,Goiás,Athlético-PR,Goiás,38ª Rodada,3,38,Serra Dourada,2,0,GO,PR
20:30:00,Terça-feira,2004-10-26,Palmeiras,Botafogo-RJ,Palmeiras,38ª Rodada,3,38,Parque Antártica,2,1,SP,RJ
20:30:00,Terça-feira,2004-10-26,Vitória,Atlético-MG,Vitória,38ª Rodada,3,38,Barradão,2,1,ES,MG
21h50,Quarta-feira,2004-10-27,Criciúma,Corinthians,-,38ª Rodada,3,38,Heriberto Hulse,1,1,SC,SP
21h50,Quarta-feira,2004-10-27,Flamengo,Santos,-,38ª Rodada,3,38,Maracanã,1,1,RJ,SP
20:30:00,Quarta-feira,2004-10-27,Fluminense,Juventude,Fluminense,38ª Rodada,3,38,Raulino de Oliveira,7,1,RJ,RS
20:30:00,Quarta-feira,2004-10-27,Internacional,Guarani,Guarani,38ª Rodada,3,38,Beira Rio,1,3,RS,SP
20:30:00,Quarta-feira,2004-10-27,Paraná,Figueirense,Paraná,38ª Rodada,3,38,Pinheirão,2,1,PR,SC
20:30:00,Quarta-feira,2004-10-27,Ponte Preta,Paysandu,Ponte Preta,38ª Rodada,3,38,Moisés Lucarelli,3,0,SP,PA
21h50,Quarta-feira,2004-10-27,Coritiba,Vasco,Vasco,38ª Rodada,3,38,Couto Pereira,0,1,PR,RJ
16:00:00,Sábado,2004-10-30,Paysandu,Coritiba,-,39ª Rodada,3,39,Mangueirão,0,0,PA,PR
20:30:00,Sábado,2004-10-30,Atlético-MG,Criciúma,-,39ª Rodada,3,39,Morumbi,2,2,MG,SC
16:00:00,Sábado,2004-10-30,Guarani,Goiás,-,39ª Rodada,3,39,Brinco de Ouro,1,1,SP,GO
